# synset_id	definitions
00001740-v	생물이 숨을 들이마시고 내쉼을 통하여 산소를 받아들이어 삭임을 돕고 그 결과 생기는 탄산가스를 밖으로 내보내는 작용	눈 앞에 보이는 형상을 갖춘 일/1/4과 물건/0/1
10039391-n	어리석은 자
10039663-n
10041373-n
10041887-n
10042845-n	성질이나 행동이 보통 사람과는 다른 사람
10053004-n
10055410-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10058585-n	하사관 아래의 군인
10060352-n
10061043-n	외국에 머물러 있으면서 외교를 맡아 하는 관리. 대사, 공사, 영사, 참사, 서기관 따위.
10063919-n	염알이꾼.
10064405-n	문예에 종사하는 사람
10066452-n	+ 남성으로 태어난 사람
10069296-n	음악을 연주하는 사람.
10069645-n	단체나 기관의 지도하는 자리에서 일을 맡아보는 사람.	단체에 딸리어 그 운영, 감독을 맡아보는 사람.
10075063-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10076033-n
10077278-n
10078131-n	사랑하고 보호하는 사람
10079399-n
10080869-n	남성 어버이
10081204-n	교의를 해설하고 예배를 인도하며 교회나 교구의 관리 및 신자의 지도 따위의 일을 맡아보는 교직. 또는, 그 사람.
10082043-n	남성 어버이
10083264-n	농사짓는 백성.
10083358-n	+ 남성으로 태어난 사람
10083526-n	어떤 한 단체를 이루고 있는 한 사람
10084295-n	어린 계집아이
10085869-n
10085970-n
10086383-n
10086568-n
10086821-n
10087080-n	육해공군의 소위 이상의 무관.
10090020-n	많은 자본을 가진 사람
10092978-n
10093475-n
10093658-n	고기잡이하는 백성.
10094584-n
10095869-n	추종하는 사람
10096016-n
10098710-n	서로 싸우거나 해치려 하거나 하는 상대자 + 자기와 생각이나 행동을 같이하는 쪽. 또는, 그 사람
10099375-n	추종하는 사람
10100761-n	어리석은 자
10102369-n	돌아간 어버이 위로 대대의 어른
10102800-n	돌아간 어버이 위로 대대의 어른
10103485-n	자기 나라의 국적을 가지지 아니한 다른 나라 사람
10103794-n
10103921-n	훼방을 놓는 사람
10105462-n	점치는 일을 하는 사람.
10105733-n
10107883-n	나이가 적은 아이
10111688-n
10112591-n	같은 사회적 처지나 비슷한 나이로서 서로 친하게 사귀는 사람
10113362-n
10113583-n
10114476-n
10117415-n
10122645-n
10122858-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10123711-n	+ 남성으로 태어난 사람
10123844-n
10125561-n	조직체나 부서 단위의 우두머리.	‘주되거나 정식인 것’을 나타냄
10125697-n	조직체나 부서 단위의 우두머리.	‘주되거나 정식인 것’을 나타냄
10125786-n	육해공군의 소위 이상의 무관.
10126177-n
10126806-n	돌아간 어버이 위로 대대의 어른
10126926-n	지진, 풍수해, 가뭄 따위와 같이 자연현상으로 생기는 재앙.
10127273-n	+ 남성으로 태어난 사람
10128909-n	별스럽게 생기거나 별스러운 짓을 하는 사람	성질이나 행동이 보통 사람과는 다른 사람	성질이 편벽된 사람+별난 짓을 잘 하는 사람
10129825-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10130447-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10130686-n	+ 여성으로 태어난 사람	열애의 상대자	+ 남성으로 태어난 사람	여성으로 태어난 사람
10134001-n
10135953-n	태만한 사람
10136959-n	경기를 하고 있는 사람.
10140314-n	정치에 관한 학식과 경험이 넉넉한 사람. 또는, 정치를 맡아서 하는 사람.
10140597-n
10141109-n
10141590-n	몇 대가 지나간 뒤의 자손
10141732-n	아들의 딸
10142166-n
10142391-n	아버지의 아버지
10142747-n	아버지의 어머니
10143172-n	할아버지와 할머니
10143299-n	아들이 낳은 아들
10143530-n
10144571-n	남의 것을 훔치거나 빼앗거나 하는 사람
10144838-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10147121-n	자기 나라의 국적을 가지지 아니한 다른 나라 사람
10150940-n	딴 데서 임시로 찾아오거나 가는 사람
10151133-n	영업 상의 손님
10152083-n
10153414-n	+ 남성으로 태어난 사람
10155485-n
10155849-n	남에게 이발하여 주는 일을 업으로 삼는 사람 + 일정한 자격을 가지고 남에게 미용술을 베푸는 것을 직업으로 삼는 사람
10156629-n	국가시험에 합격하여 면허를 받고 의료 활동에 종사하는 사람.
10156726-n	어떤 나라나 지역을 도맡아 다스리는 사람
10157549-n
10157744-n
10158756-n	사람 몸의 생긴 모양새
10162991-n	조직체나 부서 단위의 우두머리.	‘주되거나 정식인 것’을 나타냄
10163723-n	연예에 종사하는 사람들. 배우, 가수, 무용가들이 있다(재주가 특별히 있는 사람)
10163900-n
10164605-n	조직체나 부서 단위의 우두머리.	‘주되거나 정식인 것’을 나타냄
10167361-n	연극이나 영화에서 전문적 또는 직업적으로 연기를 하는 사람.	연기를 하는 사람.
10172080-n
10173410-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10175507-n
10177150-n	학문에 능통한 사람이나 연구하는 사람
10180178-n	소유권을 가진 사람.
10182499-n	소유권을 가진 사람.	고용 관계에서 고용하는 사람
10182913-n	권리와 의무의 주체인 자연인 or 생각과 말을 하고 기구를 만들어 쓰며 사회를 이루어 사는 동물 or 사람의 됨됨이나 성질	사회의 일원으로서 활동하는 사람	사람을 다른 동물과 구별하여 일컫는 말
10184403-n
10185591-n
10187130-n	손님을 청하거나 상대하는 사람	+ 남성으로 태어난 사람
10187491-n	+ 여성으로 태어난 사람
10188226-n
10189278-n	국가시험에 합격하여 면허를 받고 의료 활동에 종사하는 사람.
10189776-n	혼인하여 사는 여자를 그 남편을 기준으로 일컫는 말
10193026-n	사냥하는 사람.
10193967-n	혼인하여 사는 남자를, 그 아내를 기준으로 일컫는 말
10194231-n	+ 남성으로 태어난 사람
10197525-n	어리석은 자
10200781-n	혼인한 어른
10202085-n	+ 여성으로 태어난 사람	열애의 상대자	+ 남성으로 태어난 사람	여성으로 태어난 사람
10202225-n	+ 여성으로 태어난 사람	열애의 상대자	+ 남성으로 태어난 사람
10204177-n	사업을 익숙하게 경영하는 사람.
10204921-n	하사관 아래의 군인
10205985-n
10206887-n	학문에 능통한 사람이나 연구하는 사람
10207077-n
10207169-n	숙부모, 조카, 사촌 이외의 친척	친족과 외척
10207370-n
10209082-n	창시한 사람
10211203-n	국가시험에 합격하여 면허를 받고 의료 활동에 종사하는 사람.
10214230-n	병이 들어 앓는 사람
10216106-n	많은 자본을 가진 사람
10219121-n	죄를 저지른 사람
10220228-n	하사관 아래의 군인
10221040-n
10221312-n
10222497-n	장사를 업으로 하는 사람
10224578-n
10225219-n	사법사무를 맡아보는 관리로 ‘법관’을 일컫는 말.
10226413-n	연예에 종사하는 사람들. 배우, 가수, 무용가들이 있다(재주가 특별히 있는 사람)
10227490-n	사내자식
10228592-n	사법사무를 맡아보는 관리로 ‘법관’을 일컫는 말.
10229338-n
10230097-n	어떤 나라나 지역을 도맡아 다스리는 사람
10230801-n	죄를 저지른 사람
10231515-n	군주국가에서 나라를 다스리는 원수
10235549-n	숙부모, 조카, 사촌 이외의 친척	친족과 외척
10236114-n	숙부모, 조카, 사촌 이외의 친척	친족과 외척
10236304-n	숙부모, 조카, 사촌 이외의 친척	친족과 외척
10236663-n	숙부모, 조카, 사촌 이외의 친척	친족과 외척
10236946-n	숙부모, 조카, 사촌 이외의 친척	친족과 외척
10237196-n	+ 여성으로 태어난 사람	열애의 상대자	+ 남성으로 태어난 사람
10237935-n
10238375-n	무예를 익히고 무도를 닦아서 전쟁에 종사하는 사람
10240514-n	성질이나 행동이 보통 사람과는 다른 사람
10241300-n
10243137-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10243384-n	열애의 상대자
10243582-n
10244665-n
10245029-n
10245156-n
10245236-n
10245507-n	그 땅에 사는 백성
10245639-n	소유권을 가진 사람.
10246913-n	남의 것을 훔치거나 빼앗거나 하는 사람
10247358-n
10249950-n	법률에 규정한 자격을 가지고, 소송당사자나 관계인의 의뢰 또는 법원의 명령에 좇아 피고나 원고를 변론하며 그 밖의 법률에 관한 업무에 종사하는 사람.
10250527-n	평범한 사람	벼슬이 없는 일반 사람
10251329-n	태만한 사람
10251779-n	배우는 사람. 주로 학교에 다니면서 공부하는 사람.
10252075-n	소유권을 가진 사람.
10259348-n	육해공군의 소위 이상의 무관.
10259527-n
10259780-n
10259997-n
10260166-n
10260473-n
10260706-n	권리와 의무의 주체인 자연인 or 생각과 말을 하고 기구를 만들어 쓰며 사회를 이루어 사는 동물 or 사람의 됨됨이나 성질	사회의 일원으로서 활동하는 사람	사람을 다른 동물과 구별하여 일컫는 말
10263259-n
10263790-n
10263931-n	‘운동 경기에서 심판을 보는 사람’의 준말.
10267311-n	남자 동생
10267865-n	손아래 누이
10271677-n	신분이나 지위가 높고 귀한 사람	혈통, 신분, 지위에 있어 특권을 가진 사람들.
10276238-n
10276764-n	미친 사람
10276942-n	미친 사람
10278128-n	자기를 낳은 여성
10279778-n
10280674-n	연예에 종사하는 사람들. 배우, 가수, 무용가들이 있다(재주가 특별히 있는 사람)
10280945-n	사법사무를 맡아보는 관리로 ‘법관’을 일컫는 말.
10282482-n
10283037-n
10283170-n	육해공군의 소위 이상의 무관.
10283663-n
10285313-n	어린 사내아이
10287213-n	+ 남성으로 태어난 사람
10288516-n	남성으로 태어난 사람.
10288763-n	남성으로 태어난 사람.
10289039-n	권리와 의무의 주체인 자연인 or 생각과 말을 하고 기구를 만들어 쓰며 사회를 이루어 사는 동물 or 사람의 됨됨이나 성질	사회의 일원으로서 활동하는 사람	사람을 다른 동물과 구별하여 일컫는 말
10289176-n	‘주된 것이 아니라 이차적’의 뜻을 나타냄
10291469-n	하사관 아래의 군인
10291942-n	문예에 종사하는 사람
10292052-n	살림이 넉넉하고 재산이 많은 사람
10294139-n	군대에 복무하는 사람. 장교와 하사관, 사병 들이 있다.	장수와 병졸
10295371-n
10295479-n	신분이나 지위가 높고 귀한 사람	혈통, 신분, 지위에 있어 특권을 가진 사람들.
10296176-n	육해공군의 소위 이상의 무관.
10297531-n	나무를 다루어 집을 짓거나 물건을 만드는 일로 업을 삼는 사람.
10298482-n	이름이 난 사람
10298647-n	고용 관계에서 고용하는 사람
10299583-n
10300154-n	같은 사회적 처지나 비슷한 나이로서 서로 친하게 사귀는 사람
10300500-n	자기를 낳은 여성
10300654-n
10302576-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10303037-n	혼인하여 사는 여자를 그 남편을 기준으로 일컫는 말
10303186-n	+ 여성으로 태어난 사람	여자 간호사.	여성으로 태어난 사람
10303814-n	정치에 관한 학식과 경험이 넉넉한 사람. 또는, 정치를 맡아서 하는 사람.
10304018-n
10306279-n
10307234-n	어떤 한 단체를 이루고 있는 한 사람
10309009-n
10309496-n	어질고 총명하여 성인의 다음 가는 사람
10314836-n	여자 간호사.
10316527-n	교의를 해설하고 예배를 인도하며 교회나 교구의 관리 및 신자의 지도 따위의 일을 맡아보는 교직. 또는, 그 사람.
10317007-n	육해공군의 소위 이상의 무관.
10318293-n	자기가 부지런히 일하여 생활하는 사람
10318607-n	살림이 넉넉하고 재산이 많은 사람
10318892-n	연극이나 영화에서 전문적 또는 직업적으로 연기를 하는 사람.	연기를 하는 사람.
10320695-n	외국에 머물러 있으면서 외교를 맡아 하는 관리. 대사, 공사, 영사, 참사, 서기관 따위.
10320863-n	단체나 기관의 지도하는 자리에서 일을 맡아보는 사람.	단체에 딸리어 그 운영, 감독을 맡아보는 사람.
10322801-n
10323529-n	혼인하여 사는 여자를 그 남편을 기준으로 일컫는 말
10323752-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10325243-n
10326551-n	권리와 의무의 주체인 자연인 or 생각과 말을 하고 기구를 만들어 쓰며 사회를 이루어 사는 동물 or 사람의 됨됨이나 성질	사회의 일원으로서 활동하는 사람	사람을 다른 동물과 구별하여 일컫는 말
10330189-n	빌어먹고 사는 사람.
10332385-n	자기를 낳은 여성
10332953-n
10333317-n	자기를 낳은 여성
10335679-n	입술에서 목구멍에 이르는 부분
10335801-n
10337300-n
10338707-n	죄를 저지른 사람
10339966-n	음악을 잘 하거나 업으로 삼는 사람
10344443-n
10345015-n	아버지의 어머니
10345100-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10351152-n	점치는 일을 하는 사람.
10353016-n	나이가 적은 아이
10353355-n	형제자매의 아들
10355449-n
10357613-n	형제자매의 딸
10358794-n	어리석은 자
10360747-n	육해공군의 소위 이상의 무관.
10366966-n	여자 간호사.
10368291-n	나이가 적은 아이
10368414-n	성질이나 행동이 보통 사람과는 다른 사람
10372076-n	‘운동 경기에서 심판을 보는 사람’의 준말.
10373998-n	몇 대가 지나간 뒤의 자손
10375214-n	+ 남성으로 태어난 사람
10375314-n	혼인하여 사는 여자를 그 남편을 기준으로 일컫는 말
10375506-n	+ 남성으로 태어난 사람
10377021-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10379620-n
10387196-n
10387476-n
10387586-n
10388440-n	어떤 나라나 지역을 도맡아 다스리는 사람
10389398-n	소유권을 가진 사람.	고용 관계에서 고용하는 사람
10391653-n	그림 그리는 것을 전문으로 하는 사람 + 붓글씨를 직업적으로 쓰는 예술가
10396337-n	빌어먹고 사는 사람.
10397392-n	나이가 적은 아이
10399491-n	아버지와 어머니를 아울러 일컫는 말
10400437-n
10402417-n	짝. 동료, 또는 동반자
10405229-n	이름이 난 사람
10405540-n	남성 어버이
10405694-n	병이 들어 앓는 사람
10406266-n
10406765-n	+ 남성으로 태어난 사람
10407726-n	영업 상의 손님
10410815-n
10410996-n	농사짓는 백성.
10412910-n	신분이나 지위가 높고 귀한 사람	혈통, 신분, 지위에 있어 특권을 가진 사람들.
10417168-n	죄를 저지른 사람
10417424-n
10417682-n	권리와 의무의 주체인 자연인 or 생각과 말을 하고 기구를 만들어 쓰며 사회를 이루어 사는 동물 or 사람의 됨됨이나 성질	사회의 일원으로서 활동하는 사람	사람을 다른 동물과 구별하여 일컫는 말
10418302-n
10420809-n
10421016-n	어떤 나라나 지역을 도맡아 다스리는 사람
10421470-n	주무 관청의 면허를 받아, 주로 약품의 조제, 감정, 보존, 교부에 관한 실무를 보는 사람.
10421753-n	주무 관청의 면허를 받아, 주로 약품의 조제, 감정, 보존, 교부에 관한 실무를 보는 사람.
10423225-n
10423514-n	학문에 능통한 사람이나 연구하는 사람
10423589-n	학문에 능통한 사람이나 연구하는 사람
10431907-n	남의 것을 훔치거나 빼앗거나 하는 사람
10435367-n
10435988-n
10437262-n	남의 것을 훔치거나 빼앗거나 하는 사람
10437852-n
10439851-n	경기를 하고 있는 사람.
10441251-n	평범한 사람	벼슬이 없는 일반 사람
10441962-n	외국에 머물러 있으면서 외교를 맡아 하는 관리. 대사, 공사, 영사, 참사, 서기관 따위.
10443170-n	남의 것을 훔치거나 빼앗거나 하는 사람
10443955-n	살림이 넉넉하고 재산이 많은 사람
10448322-n
10448983-n	경찰의 직무에 종사하는 관리.
10450303-n	정치에 관한 학식과 경험이 넉넉한 사람. 또는, 정치를 맡아서 하는 사람.
10451263-n	정치에 관한 학식과 경험이 넉넉한 사람. 또는, 정치를 맡아서 하는 사람.
10452024-n	겁이 많은 사람
10453357-n	살림이 가난한 백성
10455619-n	그림 그리는 것을 전문으로 하는 사람 + 붓글씨를 직업적으로 쓰는 예술가
10460501-n	사냥하는 사람.
10460806-n	나무를 다루어 집을 짓거나 물건을 만드는 일로 업을 삼는 사람.
10464542-n	학생들에게 지식이나 기예 들을 가르침.
10464711-n	관직이나 직무를 옮김.
10465128-n	나라의 행정사무를 맡아보는 모든 공무원.
10465451-n
10468559-n	은행, 회사 들의 중요한 임원. 곧 사장, 이사, 감사 따위.
10468750-n
10470779-n	교의를 해설하고 예배를 인도하며 교회나 교구의 관리 및 신자의 지도 따위의 일을 맡아보는 교직. 또는, 그 사람.
10471570-n	교의를 해설하고 예배를 인도하며 교회나 교구의 관리 및 신자의 지도 따위의 일을 맡아보는 교직. 또는, 그 사람.
10476086-n	죄인으로 교도소에 갇힌 사람 + 사로잡은 적
10476331-n	죄인으로 교도소에 갇힌 사람 + 사로잡은 적
10476467-n	하사관 아래의 군인
10476671-n	몰래 깊은 사정을 더듬어서 살피는 사람
10479783-n	지진, 풍수해, 가뭄 따위와 같이 자연현상으로 생기는 재앙.
10480730-n	학생들에게 지식이나 기예 들을 가르침.
10484858-n	검찰의 직무를 맡아보는 사법공무원.
10485440-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10486468-n
10489564-n
10490141-n	병이 들어 앓는 사람
10496393-n
10497202-n	국가시험에 합격하여 면허를 받고 의료 활동에 종사하는 사람.
10499857-n	혈통, 신분, 지위에 있어 특권을 가진 사람들.
10505732-n	혈통, 신분, 지위에 있어 특권을 가진 사람들.
10506762-n	하사관 아래의 군인
10507565-n
10510245-n
10512372-n	하사관 아래의 군인
10514429-n	‘운동 경기에서 심판을 보는 사람’의 준말.
10523519-n	그 땅에 사는 백성
10525436-n	장사를 업으로 하는 사람
10529231-n	살림이 넉넉하고 재산이 많은 사람
10533013-n
10534586-n	남의 것을 훔치거나 빼앗거나 하는 사람
10536728-n	악한 사람.
10541229-n	어떤 나라나 지역을 도맡아 다스리는 사람
10542888-n	많은 사람 가운데 특별히 뽑히어 경기에 나가는 경기자. 또는, 그러한 자격을 갖춘 사람.
10544480-n	남의 것을 훔치거나 빼앗거나 하는 사람
10546062-n	남의 것을 훔치거나 빼앗거나 하는 사람
10546202-n	어질고 총명하여 성인의 다음 가는 사람
10546850-n
10548227-n	상점에 고용되어 물건을 파는 따위의 일을 하는 사람.
10548419-n	상점에 고용되어 물건을 파는 따위의 일을 하는 사람.
10548537-n	상점에 고용되어 물건을 파는 따위의 일을 하는 사람.
10548681-n	상점에 고용되어 물건을 파는 따위의 일을 하는 사람.
10553140-n
10553402-n
10555430-n	일정하게 사는 곳과 하는 일이 없이 펀둥펀둥 놀면서 떠돌아 다니며 난봉짓이나 하고 방탕한 생활을 하는 사람
10556953-n	어리석은 자
10557517-n	어리석은 자
10557699-n	빌어먹고 사는 사람.
10557854-n	학문에 능통한 사람이나 연구하는 사람
10559603-n	어린 계집아이
10559840-n	주로 초등학교, 중학교, 고등학교 들에서 학생을 가르치는 사람.
10560352-n	주로 초등학교, 중학교, 고등학교 들에서 학생을 가르치는 사람.
10561222-n	자기로부터 직계로 이어져 내려가는 혈족. 아들, 딸, 손자, 증손, 현손 들	몇 대가 지나간 뒤의 자손
10569011-n
10570019-n	조직체나 부서 단위의 우두머리.	‘주되거나 정식인 것’을 나타냄
10572706-n
10575463-n	경기를 하고 있는 사람.
10579176-n
10579369-n
10580772-n
10581278-n
10582746-n	군대에 복무하는 사람. 장교와 하사관, 사병 들이 있다.	장수와 병졸
10586444-n	농사짓는 백성.
10588357-n	어떤 나라나 지역을 도맡아 다스리는 사람
10589243-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10590239-n	소유권을 가진 사람.	고용 관계에서 고용하는 사람
10591949-n	어린 사내아이	상점에 고용되어 물건을 파는 따위의 일을 하는 사람.
10592049-n	상점에 고용되어 물건을 파는 따위의 일을 하는 사람.
10595164-n	형과 아우
10595361-n
10595551-n	점치는 일을 하는 사람.
10595647-n	병이 들어 앓는 사람
10597889-n	혼인하여 사는 여자를 그 남편을 기준으로 일컫는 말
10598013-n	+ 남성으로 태어난 사람
10598181-n
10599354-n	어리석은 자
10599806-n	노래 부르는 것을 직업으로 삼는 사람.
10603378-n	겁이 많은 사람
10603766-n
10605253-n	많은 사람 가운데 특별히 뽑히어 경기에 나가는 경기자. 또는, 그러한 자격을 갖춘 사람.
10607478-n	성질이나 행동 따위가 좋지 못한 무리.
10609556-n	자기가 부지런히 일하여 생활하는 사람	노동을 하여 그 품삯으로 살아 가는 사람
10611613-n	몰래 깊은 사정을 더듬어서 살피는 사람
10612104-n	나이가 젊은 사람
10612931-n	태만한 사람
10613996-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10615929-n	남의 것을 훔치거나 빼앗거나 하는 사람
10616204-n	남의 것을 훔치거나 빼앗거나 하는 사람
10619409-n
10621140-n
10621514-n
10622053-n	하사관 아래의 군인
10624074-n	사내자식
10624310-n	노래 부르는 것을 직업으로 삼는 사람.
10624540-n
10625546-n	노래 부르는 것을 직업으로 삼는 사람.
10626994-n
10627252-n	+ 여성으로 태어난 사람	열애의 상대자	+ 남성으로 태어난 사람
10628644-n	어떤 나라나 지역을 도맡아 다스리는 사람
10632576-n	국가시험에 합격하여 면허를 받고 의료 활동에 종사하는 사람.
10636488-n
10641301-n
10641755-n	염알이꾼.
10644598-n	어떤 직장에 근무하는 모든 사람들.
10645017-n
10648696-n	연극이나 영화에서 전문적 또는 직업적으로 연기를 하는 사람.	연기를 하는 사람.
10650162-n	정치에 관한 학식과 경험이 넉넉한 사람. 또는, 정치를 맡아서 하는 사람.
10654701-n
10656120-n	+ 남성으로 태어난 사람
10663315-n
10663996-n	많은 사람 가운데 특별히 뽑히어 경기에 나가는 경기자. 또는, 그러한 자격을 갖춘 사람.
10665006-n
10665698-n	배우는 사람. 주로 학교에 다니면서 공부하는 사람.
10666259-n
10667187-n	어리석은 자
10668666-n	권리와 의무의 주체인 자연인 or 생각과 말을 하고 기구를 만들어 쓰며 사회를 이루어 사는 동물 or 사람의 됨됨이나 성질	사회의 일원으로서 활동하는 사람	사람을 다른 동물과 구별하여 일컫는 말
10669991-n	‘주된 것이 아니라 이차적’의 뜻을 나타냄
10671613-n	몇 대가 지나간 뒤의 자손
10672192-n
10675876-n
10676018-n	나이나 항렬 등이 자기보다 높은 관계. 또는, 그런 관계에 있는 사람
10679174-n	국가시험에 합격하여 면허를 받고 의료 활동에 종사하는 사람.
10680153-n	다른 사람을 대신하여 의사표시를 하며, 또 의사표시를 받을 권한을 가지는 사람
10682953-n	열애의 상대자
10688671-n	추종하는 사람
10694258-n
10695917-n	전문적 기술을 가지고 있는 사람
10696251-n	전문적 기술을 가지고 있는 사람
10699262-n	그 땅에 사는 백성
10700201-n
10700640-n	소유권을 가진 사람.
10701783-n	노래 부르는 것을 직업으로 삼는 사람.
10704886-n
10707804-n	남의 것을 훔치거나 빼앗거나 하는 사람
10719267-n
10719573-n
10720453-n	장사를 업으로 하는 사람
10724372-n	권리와 의무의 주체인 자연인 or 생각과 말을 하고 기구를 만들어 쓰며 사회를 이루어 사는 동물 or 사람의 됨됨이나 성질	사회의 일원으로서 활동하는 사람	사람을 다른 동물과 구별하여 일컫는 말
10726786-n	상점에 고용되어 물건을 파는 따위의 일을 하는 사람.
10733820-n	배우는 사람. 주로 학교에 다니면서 공부하는 사람.
10734129-n	어리석은 자
10735298-n
10735707-n	어떤 나라나 지역을 도맡아 다스리는 사람
10735984-n	‘운동 경기에서 심판을 보는 사람’의 준말.
10736091-n
10742111-n	어떤 직장에 근무하는 모든 사람들.
10743941-n	혼인하여 사는 여자를 그 남편을 기준으로 일컫는 말
10745181-n	열애의 상대자
10745332-n
10746799-n	연예에 종사하는 사람들. 배우, 가수, 무용가들이 있다(재주가 특별히 있는 사람)
10748506-n
10748804-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10749123-n
10749715-n	국가시험에 합격하여 면허를 받고 의료 활동에 종사하는 사람.
10750524-n
10751265-n	단체나 기관의 지도하는 자리에서 일을 맡아보는 사람.	단체에 딸리어 그 운영, 감독을 맡아보는 사람.
10751785-n
10752930-n
10753442-n	그 땅에 사는 백성
10755815-n
10755926-n
10756148-n	신분이나 지위가 높고 귀한 사람	혈통, 신분, 지위에 있어 특권을 가진 사람들.
10757193-n	찾아온 손님
10758713-n	노래 부르는 것을 직업으로 삼는 사람.
10759543-n	여색을 특별히 좋아하는 사람
10761962-n	+ 여성으로 태어난 사람	여성으로 태어난 사람	하사관 아래의 군인
10763383-n	사삿집이나 회사 또는 관청 들에서 심부름을 맡아 하는 사람
10763620-n	요릿집 따위에서 손님을 접대하는 여자
10764622-n	연극이나 영화에서 전문적 또는 직업적으로 연기를 하는 사람.	연기를 하는 사람.
10764719-n	어떤 일을 맡아서 하는 사람.	어떤 일을 맡음.	일반 사무를 맡아보는 직원’의 준말.
10768391-n	육해공군의 소위 이상의 무관.
10771392-n	여행하는 사람
10774870-n
10779416-n
10780284-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10780506-n	+ 남성으로 태어난 사람
10780632-n	혼인하여 사는 여자를 그 남편을 기준으로 일컫는 말
10781684-n
10782135-n
10782362-n
10787197-n
10787470-n	+ 여성으로 태어난 사람	여성으로 태어난 사람
10788852-n	여성으로 태어난 사람
10790077-n	땔나무를 하는 사람.
10790192-n	나무를 다루어 집을 짓거나 물건을 만드는 일로 업을 삼는 사람.
10791115-n	자기가 부지런히 일하여 생활하는 사람	노동을 하여 그 품삯으로 살아 가는 사람
10791221-n	품팔이를 하는 사람.
10793570-n	나무를 다루어 집을 짓거나 물건을 만드는 일로 업을 삼는 사람.
10801291-n	글 쓴 사람. 또는 글을 쓸 사람.
10802507-n
10804287-n	+ 남성으로 태어난 사람
10804406-n	나이가 젊은 사람
11410527-n
11410625-n	어떤 원인으로 말미암아 생기는 결말의 상태.
11411610-n	어떤 원인으로 말미암아 생기는 결말의 상태.
11412727-n	안정스럽지 못함
11414608-n	어떤 사물의 작용이 다른 사물에 미침. 또는, 그 현상.
11415492-n	어떤 사물의 작용이 다른 사물에 미침. 또는, 그 현상.
11417129-n	묻거나 시키는 말에 대하여 제 뜻을 나타냄. 또는 그 말이나 짓	자극이나 작용에 대응하여 일어남. 또는, 그 일어나는 현상.
11418460-n	좋은 운수. 또는, 행복스러운 운명.
11422277-n
11422822-n	운동, 변화 따위를 일으키는 물체의 작용
11423356-n	기압의 변화로 일어나는 공기의 흐름
11426530-n	운동, 변화 따위를 일으키는 물체의 작용
11426778-n
11426914-n	운동, 변화 따위를 일으키는 물체의 작용
11427067-n
11427842-n	좋지 않은 운수.
11428023-n	뻗쳐 나가는 빛의 가닥	눈으로 볼 수 있도록 밝혀 주는 물질 현상.
11431754-n	기압의 변화로 일어나는 공기의 흐름
11432155-n
11432632-n
11432887-n
11434594-n	운동, 변화 따위를 일으키는 물체의 작용
11436585-n	운동, 변화 따위를 일으키는 물체의 작용
11443057-n	기압의 변화로 일어나는 공기의 흐름
11443409-n	기압의 변화로 일어나는 공기의 흐름
11444117-n	동물의 죽음	식물의 죽음	죽는 일.
11445395-n	많이 덮쳐 쌓임.
11447851-n	운동, 변화 따위를 일으키는 물체의 작용
11448343-n	기압의 변화로 일어나는 공기의 흐름
11449907-n	물질 안에 있는 전자의 이동으로 생기는 에너지의 한 형태. 음전기,양전기의 두 가지가 있는데, 같은 종류의 전기는 떼치고, 다른 종류 끼리는 당기는 힘이 있다.
11450453-n	물질 안에 있는 전자의 이동으로 생기는 에너지의 한 형태. 음전기,양전기의 두 가지가 있는데, 같은 종류의 전기는 떼치고, 다른 종류 끼리는 당기는 힘이 있다.
11456462-n	그날그날의 구름의 양, 습도, 비, 바람, 기온, 기압 따위 대기의 상태.
11458102-n	뻗쳐 나가는 빛의 가닥	눈으로 볼 수 있도록 밝혀 주는 물질 현상.
11458314-n	짙은 안개
11458514-n	짙은 안개
11458624-n	운동, 변화 따위를 일으키는 물체의 작용
11461825-n	기압의 변화로 일어나는 공기의 흐름
11462013-n
11462276-n
11463371-n	뻗쳐 나가는 빛의 가닥	눈으로 볼 수 있도록 밝혀 주는 물질 현상.
11463544-n	뻗쳐 나가는 빛의 가닥	눈으로 볼 수 있도록 밝혀 주는 물질 현상.
11463746-n	좋은 운수. 또는, 행복스러운 운명.
11464143-n
11465017-n	기압의 변화로 일어나는 공기의 흐름
11466043-n	덥거나 뜨거운 기운.
11466701-n	그날그날의 구름의 양, 습도, 비, 바람, 기온, 기압 따위 대기의 상태.
11467786-n	새빨갛게 닮.
11472503-n
11472820-n
