# synset_id	definitions
00001740-v	생물이 숨을 들이마시고 내쉼을 통하여 산소를 받아들이어 삭임을 돕고 그 결과 생기는 탄산가스를 밖으로 내보내는 작용	눈 앞에 보이는 형상을 갖춘 일/1/4과 물건/0/1
00532110-n	곡조에 맞추거나 흥에 겨워서 팔다리와 온몸을 율동적으로 움직이며 뛰노는 예술적 동작 + 배우가 각본에 의하여 분장하고 음악, 배경, 조명, 그 밖의 여러 가지 장치의 힘을 빌어서 어떤 사건과 인물을 구체적으로 연출하는 예술 + 여러 가지 기예
00537297-n
00539546-v	처음으로 하거나 쉬었다가 다시 함.
00539827-n
00541163-v	늘이어서 크게 함.
00543233-n	소리의 높이, 길이, 세기를 조화시켜서 어떤 느낌이나 감정을 나타내는 예술의 한 형태.
00544441-n	소리의 높이, 길이, 세기를 조화시켜서 어떤 느낌이나 감정을 나타내는 예술의 한 형태.
00549766-n
00550341-n
00550771-n	책, 그림 따위를 인쇄하여 세상에 내보냄 + 곳곳에 다니며 연극, 연예 들을 보여 줌	곳곳에 다니며 연극, 연예 들을 보여 줌.
00551215-n	책, 그림 따위를 인쇄하여 세상에 내보냄 + 곳곳에 다니며 연극, 연예 들을 보여 줌	곳곳에 다니며 연극, 연예 들을 보여 줌.
00554300-n	흔들려 움직임.
00555138-n
00556313-n
00562280-n	남의 일에 헤살을 놓아 해를 끼침.
00562398-n	남의 일에 헤살을 놓아 해를 끼침.
00562643-n
00562935-n	남의 일에 헤살을 놓아 해를 끼침.
00565302-n
00566298-n
00567291-v
00568430-n
00572285-n
00573268-n
00575741-n	몸과 마음을 써서 하는 일
00576451-n	몸과 마음을 써서 하는 일
00577068-n	몸과 마음을 써서 하는 일
00577357-n	기운차게 움직임.
00577525-n	도움이 되도록 힘을 씀
00578708-n	옷이나 피륙 따위를 물에 빠는 일
00579334-n	도움이 되도록 힘을 씀
00579564-n	기운차게 움직임.
00580370-n	깨끗이 쓸어 치움.
00580961-n	몸과 마음을 써서 하는 일
00582388-n	‘생계를 세우기 위하여 일정한 동안 계속 종사하는 일’의 준말.	영리를 목적으로 하는 사업.
00582743-v	불에 탐.
00584367-n	생계를 세우기 위하여 일정한 동안 계속 종사하는 일.	무엇을 이루려고 몸이나 정신을 쓰는 짓.
00584769-n	법률로 규정하는 작위 또는 부작위.
00584891-n	직무에 종사함.
00588221-v	사리를 분별하여 해석함.
00588888-v	깨닫는 것	사리를 분별하여 해석함.
00589904-v	사리를 분별하여 해석함.
00590366-v	사리를 분별하여 해석함.
00590924-v	사리를 분별하여 해석함.
00591115-v	사리를 분별하여 해석함.
00593852-v	깨닫는 것	사리를 분별하여 해석함.
00594580-n
00597915-v
00601822-v	골라서 가려 내거나 뽑음
00603298-v	가르쳐서 유능한 사람을 길러 냄.
00604576-v
00606093-v	익숙하도록 되풀이하여 익힘.
00606370-n	‘생계를 세우기 위하여 일정한 동안 계속 종사하는 일’의 준말.	영리를 목적으로 하는 사업.
00607114-v
00607780-v	지난 일을 마음속에 간직하거나 도로 생각해 냄.
00608037-n	그림, 설계도 따위를 그림.
00608896-n
00609506-n	마음대로 다루어 부림.
00609506-v	지난 일을 마음속에 간직하거나 도로 생각해 냄.
00611143-n
00611256-v	지난 일을 생각해 냄.
00611802-v	지난 일을 마음속에 간직하거나 도로 생각해 냄.
00611972-n	정치에 관계되는 사무
00613683-v	가고 오고 함.
00614224-n	기록하는 활동	글로 나타내는 일이나 법.	붓을 잡고 글이나 글씨를 씀.
00614829-v	잊어버림.
00615182-n	기록하는 활동	글로 나타내는 일이나 법.	붓을 잡고 글이나 글씨를 씀.
00615336-n
00615659-n	중요한 서류 따위에 책임자가 손수 자기의 성명을 적음. 법률이나 명령에, 헌법 개정안이나 소청에, 조약에는 반드시 갖추어야 한다.
00616857-v	사람을 깔보거나 업신여김.
00617413-v	사람을 깔보거나 업신여김.
00618436-n	바늘에 실을 꿰어 옷 따위를 짓거나 깁는 일.
00619869-v
00620752-n	무엇을 이루려고 몸이나 정신을 쓰는 짓
00621476-n	무엇을 이루려고 몸이나 정신을 쓰는 짓
00621627-n	부지런히 일함.	무엇을 이루려고 애를 쓰고 힘을 들임.
00622584-n	산이나 들의 짐승을 잡는 일.
00623151-v	깨닫는 것	사리를 분별하여 해석함.
00623862-n	부지런히 일함.	무엇을 이루려고 애를 쓰고 힘을 들임.
00624738-n	부지런히 일함.	무엇을 이루려고 애를 쓰고 힘을 들임.
00624801-v	사리를 분별하여 해석함.
00627013-n
00629597-n
00631378-n
00631737-v	마음속으로 그리어 보는 생각.
00632201-n	의술로 병을 고치는 일.
00632236-v	어떤 일을 직접 대하기 전에 미리 상상함. 또는 그 상상.
00633329-n	부지런히 일함.	무엇을 이루려고 애를 쓰고 힘을 들임.
00633443-v	어떤 일을 직접 대하기 전에 미리 상상함. 또는 그 상상.
00633864-n	슬프게 조상함
00634586-n	슬프게 조상함
00634906-v	깨닫는 것	사리를 분별하여 해석함.
00635012-n	슬프게 조상함
00635205-n
00635544-n	수사기관이 범죄의 혐의가 있는 사람을 잡아 감.
00635850-n	사물의 내용을 자세히 살펴봄.	깊이 연구하여 밝힘.
00636061-v
00636461-n	시험을 치름.	사물의 성질을 실지로 증험하여 봄.
00636728-n	슬프게 조상함
00636921-n	어떤 일에 대하여 깊이 생각하고 사리를 따지어 보는 일.
00637354-n	사물의 내용을 자세히 살펴봄.	슬프게 조상함
00637546-n	어떤 일에 대하여 깊이 생각하고 사리를 따지어 보는 일.
00637810-n
00639556-n
00644366-n	사물의 내용을 자세히 살펴봄.	깊이 연구하여 밝힘.
00644503-n	어떤 일에 대하여 깊이 생각하고 사리를 따지어 보는 일.
00644702-n	사물의 성질을 실지로 증험하여 봄.
00644967-n	사물의 성질을 실지로 증험하여 봄.
00648224-v	진리, 학문 따위를 더듬어 파고들어 깊이 연구함.	사물의 내용을 자세히 살펴봄.
00648237-n
00650016-v	구별하여 따로따로 나눔.
00651176-n	견주는 일
00651531-n	둘을 맞대어서 같고 다름을 비추어 봄
00651670-n	둘을 맞대어서 같고 다름을 비추어 봄
00651813-n	견주는 일
00652900-v	견주는 일
00654625-v	종류를 따라서 나눔.
00654885-n	남에게 도움을 받거나, 괴로움을 끼치는 일
00656033-n	의술로 병을 고치는 일.
00657260-v	종류를 따라서 나눔.
00657604-n	의술로 병을 고치는 일.
00657728-v	사물의 가치를 좋고 나쁨 따위로 따져서 매김.
00658052-v	판별하여 결정함.	근본을 따지어 사물의 가치와 관계를 결정하는 일.
00658082-n	병이 나음.
00659048-n	병이 나음.
00660971-v	사물의 가치를 좋고 나쁨 따위로 따져서 매김.
00661091-n	의술로 병을 고치는 일.
00661213-v	서로 달라서 대비됨.	둘을 맞대어서 같고 다름을 비추어 봄
00661713-v	견주는 일
00662972-n
00663353-v	실상을 조사하여 옳고 그름과 낫고 못함을 판정함.
00664110-n
00664788-v	어떤 사물, 또는 판단의 진위를 밝히거나 어떤 명제를 근본원리에서 이끌어 냄.
00664997-n	의술로 병을 고치는 일.
00665079-n	남에게 도움을 받거나, 괴로움을 끼치는 일
00665771-v
00666350-n
00667424-v
00668805-v
00670261-v	판별하여 결정함.	근본을 따지어 사물의 가치와 관계를 결정하는 일.
00671351-n
00672277-v	판별하여 결정함.
00672433-v
00674607-v	어떻게 할 태도나 방향 등을 정함.
00676864-v	여럿 가운데서 골라 뽑음.
00678282-v	그날에 할 일. 또는, 그 차례.
00679937-v	여럿 가운데서 골라 뽑음.	어떻게 할 태도나 방향 등을 정함.
00681429-v	사물의 가치를 좋고 나쁨 따위로 따져서 매김.
00682781-v	사물의 가치를 좋고 나쁨 따위로 따져서 매김.
00683771-v	힘써서 말함
00685081-v
00685683-v	받아들이지 않고 물리침.
00686039-v	인정하지 아니함.
00687181-v	받아들이지 않고 물리침.
00687295-v	확실히 알지 못하거나 믿지 못하여 이상하게 생각함. 또는, 그러한 마음.
00687523-v	확실히 알지 못하거나 믿지 못하여 이상하게 생각함. 또는, 그러한 마음.
00687926-v	믿지 아니함.
00689205-v
00689950-v	근본을 따지어 사물의 가치와 관계를 결정하는 일.
00690614-v	근본을 따지어 사물의 가치와 관계를 결정하는 일.
00692143-v	옳다고 여겨 동의함.
00692329-v
00693780-v
00694068-v	높여서 중히 여김.
00694681-n	삼권의 하나. 국가가 법률을 사실에 적용하는 행위.
00694866-n	삼권의 하나. 국가가 법률을 사실에 적용하는 행위.
00694990-n
00695226-v	사물의 가치를 좋고 나쁨 따위로 따져서 매김.
00695475-v	사물의 가치를 좋고 나쁨 따위로 따져서 매김.
00695944-n
00696414-v	지난 일을 생각해 냄.
00696700-v
00696882-n	의술로 병을 고치는 일.
00697365-n	의술로 병을 고치는 일.
00697589-v	어떻게 할 태도나 방향 등을 정함.
00699626-v	할 일에 대하여 결정되거나 결정한 마음.
00700260-n
00704690-v	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
00705227-v	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
00706047-v	어느 때로 기약하여 바람.
00706243-v	의안을 제출함.
00706557-v	의안을 제출함.
00707956-v
00708128-v	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
00708376-v	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
00709379-v	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
00709521-n	의술로 병을 고치는 일.
00709625-v
00709844-v
00710005-v	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
00710692-n	의술로 병을 고치는 일.
00711040-v	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
00711523-n	산이나 들의 짐승을 잡는 일.
00712135-v	어떤 일을 직접 대하기 전에 미리 상상함. 또는 그 상상.
00712225-n
00712708-v	제 의견만 굳게 내세워 버팀
00713594-n	기계 따위를 움직이게 다룸.
00713952-n	짐을 싣고 내리는 일.
00714357-n	찾아서 캐거나 베거나 따거나 뜯거나 하여 얻어 냄.
00714884-v	서로 의견을 내어 토의함.
00714944-n	재주와 기술을 부려서 공작물을 만들어 내는 예술.
00715868-v	어떻게 할 태도나 방향 등을 정함.
00716531-v
00716758-v
00717081-n	물건을 싸서 꾸림.
00717208-n	칠하거나 발라서 꾸밈
00719734-v	어떤 일을 직접 대하기 전에 미리 상상함. 또는 그 상상.
00720063-v	어떤 일을 직접 대하기 전에 미리 상상함. 또는 그 상상.	어느 때로 기약하여 바람.
00720565-n
00720808-v	어떤 일을 직접 대하기 전에 미리 상상함. 또는 그 상상.
00721098-v	굳게 믿음. 또는, 그러한 믿음.
00722232-v	다른 생각을 할 여유가 없이 어떤 일에 오로지 파묻힘.
00722848-v	다른 생각을 할 여유가 없이 어떤 일에 오로지 파묻힘.
00724492-v	무엇이 잘못될까 속을 태움.
00725152-n
00729108-n
00729919-n
00730758-v
00731222-n
00732746-n	악한 행실.
00733883-n	악한 행실.
00734587-v
00735936-n	악한 행실.
00737188-n	어김.
00737884-v	내주거나 치러 줌
00739662-v	종류를 따라서 나눔.
00740053-v	가리켜 정함.
00740712-n	몸을 숨기고 만나지 아니함.
00741478-n	몸을 숨기고 만나지 아니함.
00743822-n	쓰지 않아도 될 일에 함부로 씀.
00745005-n	어김.
00745637-n	어김.
00745863-n	어김.
00745943-n
00746116-n
00746232-n
00746366-v
00746718-v	어떤 일을 해 달라고 청하거나 맡김.
00747029-n	악한 품성.
00747135-v	윗사람이 아랫사람에게 무엇을 하거나 하지 말도록 시킴. 또는, 그 내용.
00749767-n
00749963-v	지식과 기술들을 가르치며 인격을 길러 주는 일.
00750532-v
00750730-n
00751389-v	윗사람이 아랫사람에게 무엇을 하거나 하지 말도록 시킴. 또는, 그 내용.
00752298-n	사실이 아닌 것을 사실처럼 꾸민 것.
00753428-v	어떤 일을 해 달라고 청하거나 맡김.
00753685-n	꾀로 남을 속임.	사들이기
00754280-n
00754430-v	물품을 만들거나 파는 사람에게 부탁하여 청구하거나 맞춤.
00754942-v	물품을 만들거나 파는 사람에게 부탁하여 청구하거나 맞춤.
00754956-n
00755277-n
00755500-n
00755745-v	물품을 만들거나 파는 사람에게 부탁하여 청구하거나 맞춤.
00757080-n	양심이나 도의에 벗어난 짓.
00757483-n	양심이나 도의에 벗어난 짓.
00757730-n	양심이나 도의에 벗어난 짓.
00758175-n	분에 지나치게 치레함.
00758335-n	자기보다 나은 처지에 있는 이를 미워하는 일, 또는 그러한 마음
00758795-n	게으른 버릇이나 태도
00759335-n
00759944-v	신명에게 빎. 또는, 그 의식.
00760187-v	친밀한 교분.
00760735-v	널리 베풀어 말함. 또는, 그 내용.
00760956-v	다툼질하는 두 사이에 서서 화해를 붙임.	제삼자로서 두 당사자 사이에 서서 일을 주선하는 노릇.
00764222-v	청하는 바를 들어 줌.
00765213-v	다툼질을 풂.
00765343-n	죄를 저지름.	양심이나 도의에 벗어난 짓.
00765396-v	단체나 기관에 대하여 어떠한 일이나 물품 따위를 요청함.
00766234-n	죄를 저지름.	양심이나 도의에 벗어난 짓.
00766418-v	알아듣도록 깨우쳐 말함.
00767477-n	죄가 될 만한 나쁜 짓.
00767826-n	난폭한 행동.
00768203-n
00769092-n	꾀로 남을 속임.	사들이기
00769401-n	꾀로 남을 속임.	사들이기
00769944-n	죄를 저지름.	양심이나 도의에 벗어난 짓.
00770270-n	죄를 저지름.	양심이나 도의에 벗어난 짓.
00770543-n	침범하여 해침.
00771341-v	좋은 일에 힘쓰도록 북돋아 줌.
00772381-n
00772967-v	들어서 보임.	생각이나 느낌 따위를 나타냄.
00773235-n	범죄 행위를 함.
00773402-n
00773814-n	난폭한 행동.
00774641-v	물품을 만들거나 파는 사람에게 부탁하여 청구하거나 맞춤.
00775460-n
00775702-n
00775831-v	무엇에 맞서서 거스름.
00776466-n
00779248-n
00780148-n	꾀로 남을 속임.	사들이기
00780615-n
00780731-n
00780889-n
00782072-n	죄를 저지름.	양심이나 도의에 벗어난 짓.
00782518-n	죄를 저지름.	양심이나 도의에 벗어난 짓.
00783902-n
00784342-v	묻는 말.
00784598-n
00785008-v	묻는 말.
00785329-v	묻는 말.
00785959-n
00786195-n	무엇을 이루려고 애를 쓰고 힘을 들임.
00786816-v	묻는 말.
00786887-n	무엇을 이루려고 애를 쓰고 힘을 들임.
00787049-v
00787061-n	무엇을 이루려고 애를 쓰고 힘을 들임.
00787465-n	이바지함.
00787832-n	풀어놓음.
00788007-n	무엇을 이루려고 애를 쓰고 힘을 들임.
00788766-n	무엇을 이루려고 애를 쓰고 힘을 들임.
00789448-v	전화기로 말을 주고받는 일.
00789906-n
00791078-n	사물의 성질을 실지로 증험하여 봄.
00791506-v
00791527-n	사물의 성질을 실지로 증험하여 봄.
00793580-v	어떤 일을 해 달라고 청하거나 맡김.
00794367-n	사물의 성질을 실지로 증험하여 봄.
00794614-n	사물의 성질을 실지로 증험하여 봄.
00794981-v	앞으로 할 일의 얽이를 미리 잡음. 또는, 그 잡은 내용.
00795264-v
00795720-n	몸과 마음을 써서 하는 일
00795863-v	못 하게 함.
00796315-n
00796392-v	못 하게 함.
00797697-v	청하는 바를 들어 줌.
00798245-n
00799537-n
00800930-v	받아들이지 않고 물리침.
00801125-n	국가 또는 교전 단체 사이에 무력을 써서 행하는 싸움.
00802111-n	힘써 도움.
00802318-v	청하는 바를 들어 줌.
00802946-v	법령으로 제한 금지하는 일을 특정한 경우에 허락해 주는 행정행위. 권리를 설정하는 특허나 법률의 효력을 보완하는 인가와 구별된다.
00803325-v
00804139-v
00806502-v	찬성과 반대.
00806891-v	찬성과 반대.
00806902-n	규정에 따른 통제.
00808182-n	규정에 따른 통제.
00808614-n	규정에 따른 통제.
00808767-n	규정에 따른 통제.
00808855-v	마주 대하여 주고받는 이야기.	한 단체 또는 개인이 그의 의견이나 태도를 공식적으로 발표하는 말.
00808967-n	규정에 따른 통제.
00809248-v	마주 대하여 주고받는 이야기.	한 단체 또는 개인이 그의 의견이나 태도를 공식적으로 발표하는 말.
00809453-v	마주 대하여 주고받는 이야기.	한 단체 또는 개인이 그의 의견이나 태도를 공식적으로 발표하는 말.
00809465-n	가지고 있음.
00810598-n	간직하고 있음.
00811355-n	간직하고 있음.
00813978-v
00815320-n	가리키어 이끎.
00815686-v	물음과 대답.
00815801-n	가리키어 이끎.
00816353-v	묻거나 시키는 말에 대하여 제 뜻을 나타냄. 또는 그 말이나 짓
00816556-v	인정하지 아니함.
00816828-v	인정하지 아니함.
00817167-v	인정하지 아니함.
00817311-v	옳다고 또는 그렇다고 인정함.
00817680-n	보살펴 돌봄.
00817909-v	숨긴 일이나 생각한 바를 사실대로 솔직하게 말함.
00818553-v	숨긴 일이나 생각한 바를 사실대로 솔직하게 말함.
