# synset_id	pos	english_lemmas	korean_lemmas
05069199-n	Noun	slant, rake, pitch	기울
05073131-n	Noun	globularness, sphericalness, sphericity, rotundness, globosity, rotundity	원형
05073559-n	Noun	disk_shape, circularity	원형
05074774-n	Noun	position, spatial_relation	체위, 장소, 위치, 지점, 포지션
05075602-n	Noun	arrangement, placement	차례, 위치
05079866-n	Noun	posture, attitude, position	태도, 자세, 포즈, 태세
05081300-n	Noun	pose	자세, 포즈
05082790-n	Noun	attention	마음
05084889-n	Noun	piece	부위
05085165-n	Noun	farawayness, remoteness, farness	원격
05085572-n	Noun	closeness, nearness	근처
05085867-n	Noun	propinquity, proximity	편
05087061-n	Noun	span	동안, 관계, 간, 사이
05087297-n	Noun	dispersion, distribution	분포
05088056-n	Noun	dissemination, diffusion	전염, 만연, 전파, 확산, 유포, 보급
05089947-n	Noun	separation, interval	사이
05090111-n	Noun	clearance	승인
05093890-n	Noun	grade, degree, level	푼수, 수평, 도, 정도, 농도, 탄탄, 기울기, 물, 턱, 고도
05094565-n	Noun	degree	등급, 각, 급, 도, 정도
05097706-n	Noun	low	저기압, 낮, 최저
05098099-n	Noun	extreme	극심
05099662-n	Noun	muchness	다량
05106633-n	Noun	smallness, littleness	조금, 미소
05106928-n	Noun	petiteness, tininess, diminutiveness, weeness, minuteness	미소, 자세
05107765-n	Noun	amount	볼륨, 수량, 분량, 양, 물량
05108262-n	Noun	negativity, negativeness	음성
05108740-n	Noun	quantity	수량, 정량, 양, 분량, 숱
05109324-n	Noun	amplification, gain	이득
05113133-n	Noun	insufficiency, inadequacy, deficiency	결핍, 불충분, 미달, 부족
05113462-n	Noun	exiguity, poorness, meagerness, leanness, meagreness, scantness, scantiness	부족
05114371-n	Noun	deficit, shortfall, shortage	결핍, 불충분, 미달, 부족
05115804-n	Noun	cornucopia, profuseness, profusion, richness	숱
05116953-n	Noun	scarcity, scarceness	품귀, 결핍, 부족
05117140-n	Noun	paucity, dearth	품귀, 결핍, 불충분, 부족
05117660-n	Noun	moderation, moderateness	중도, 중용, 적도, 절도, 정도
05117977-n	Noun	golden_mean	중용, 중도
05118062-n	Noun	reasonableness	합리성
05118437-n	Noun	excess, excessiveness, inordinateness	과당, 과잉, 초과, 잉여
05119096-n	Noun	outrageousness, exorbitance	과대, 무법
05120116-n	Noun	superfluity, embarrassment, plethora, overplus	과잉
05120310-n	Noun	redundance, redundancy	여분, 과잉
05121418-n	Noun	number, figure	도, 번, 매, 호수, 수
05122850-n	Noun	minority	소수
05123098-n	Noun	fewness	소수
05124057-n	Noun	bound, boundary, limit	극한, 한, 도, 한계, 국한, 한도, 범위, 정한, 제한, 끝
05124928-n	Noun	uttermost, maximum, level_best, utmost	상한, 최대한, 극단, 극도, 최대한도
05125377-n	Noun	scope, orbit, reach, range, ambit, compass	영역, 범위, 폭, 구간
05127357-n	Noun	falsetto	가성
05127782-n	Noun	view, purview, horizon	시야, 안계, 범위
05127959-n	Noun	sweep, expanse	공간
05128219-n	Noun	spectrum	범위
05131023-n	Noun	minute, hour	동안
05131902-n	Noun	level	줄
05134122-n	Noun	curtailment	약, 단축
05138488-n	Noun	value	치, 가치, 값어치, 값
05138958-n	Noun	merit, virtue	장점, 쓸모
05142863-n	Noun	reward, advantage	이득, 상품
05144079-n	Noun	badness, bad	불량
05144663-n	Noun	evil	해독
05145118-n	Noun	monetary_value, cost, price	돈, 원가, 물가, 치, 값어치, 가치, 시가, 금, 정가, 값, 매가, 가격
05145891-n	Noun	expensiveness	고가
05146055-n	Noun	assessment	평가
05146272-n	Noun	preciousness, costliness, dearness	고가
05148699-n	Noun	usefulness, utility	실용성
05151088-n	Noun	practicality	실용성
05152364-n	Noun	feasibleness, feasibility	타당성
05153520-n	Noun	competence, competency	그릇, 재능, 기량, 권능, 실력, 재력, 유능, 능력
05157574-n	Noun	profit, gain	이득, 수익
05158095-n	Noun	preference	특혜
05158619-n	Noun	superiority, favourable_position, favorable_position	우수성
05160399-n	Noun	advisability	타당성
05162642-n	Noun	shortcoming, defect	약점, 결점, 단점, 구멍, 흠, 단소, 파, 결함, 난점
05162985-n	Noun	loss, deprivation	손실, 손해, 결손, 추락
05163807-n	Noun	toll, cost, price	값
05164101-n	Noun	richness	숱
05165175-n	Noun	unfavorable_position, inferiority	열등감, 열등, 손색, 열성, 저급, 불량
05166397-n	Noun	poison	해독
05166560-n	Noun	virulence, virulency	독성
05167618-n	Noun	negativity, negativeness, negativism	음성
05168261-n	Noun	importance	무게
05168795-n	Noun	face	면
05168890-n	Noun	magnitude	양
05169813-n	Noun	significance	가치
05172322-n	Noun	weight, weightiness	무게
05174653-n	Noun	right	알
05176607-n	Noun	authorisation, sanction, authority, authorization	면허, 허락, 허가, 재가, 허용
05177285-n	Noun	legal_right	권리
05181199-n	Noun	title, claim	청구권, 권리, 소유권, 채권
05181754-n	Noun	entitlement	명제, 권리
05186306-n	Noun	right_to_vote, suffrage, vote	의결권, 투표권, 참정권, 선거권
05187446-n	Noun	franchise, enfranchisement	특권, 공민권, 참정권, 선거권
05188646-n	Noun	patent_right	특허, 특허권
05190356-n	Noun	usufruct	사용권
05200169-n	Noun	ability	능력, 유능, 재능, 성능, 그릇
05201060-n	Noun	magical_power, magical_ability	주력
05201452-n	Noun	penetration	혜안, 천리안
05202284-n	Noun	voice	음성
05202497-n	Noun	capability, capableness	자질, 재능, 성능, 그릇, 기량, 재력, 유능, 능력
05203397-n	Noun	capacity	그릇, 재능, 성능, 기량, 실력, 능력
05203649-n	Noun	military_strength, posture, military_capability, military_posture, strength	군사력
05210534-n	Noun	stuff	질
05212609-n	Noun	relativity	상대성
05214976-n	Noun	totipotence, totipotency	전능
05216365-n	Noun	organic_structure, physical_structure, body	물체
05217688-n	Noun	person	물체
05217859-n	Noun	dead_body, body	물체
05219097-n	Noun	system	온몸, 혼신, 만신
05221526-n	Noun	corpus	몸
05221895-n	Noun	region, area	부
05222790-n	Noun	partition	구분
05227079-n	Noun	bulb	볼
05234162-n	Noun	nasion	점
05235745-n	Noun	limbus	가장자리
05236029-n	Noun	blade	날개
05238282-n	Noun	skin, cutis, tegument	가죽, 피부, 표피, 각, 기부, 진피, 맨살
05245192-n	Noun	lentigo, freckle	물
05249420-n	Noun	inosculation, anastomosis	융합
05249636-n	Noun	porta, opening, orifice	단면
05250550-n	Noun	stigma	반
05252402-n	Noun	coronary_sinus, sinus_coronarius	부분
05254393-n	Noun	hair, pilus	털, 터럭
05254795-n	Noun	hair	털, 터럭
05255692-n	Noun	pile, down	새털
05256085-n	Noun	head_of_hair, mane	머리, 머리털
05261566-n	Noun	beard, whiskers, face_fungus	턱수염, 털, 구레나룻, 수염
05261894-n	Noun	fuzz	털
05262185-n	Noun	moustache, mustache	털
05264545-n	Noun	fundus	바닥, 밑, 기저
05264913-n	Noun	node	마디
05269901-n	Noun	bone, os	골, 골격, 뼈, 뼈다귀
05273555-n	Noun	cartilage_bone	연골
05273684-n	Noun	centrum	중동
05273822-n	Noun	cheekbone, zygomatic_bone, malar_bone, zygomatic, os_zygomaticum, malar, jugal_bone	광대뼈, 뺨
05275905-n	Noun	submaxilla, jowl, lower_jawbone, mandible, lower_jaw, mandibular_bone, mandibula, jawbone	턱뼈
05277100-n	Noun	mentum	중편, 이
05277532-n	Noun	nasal, nasal_bone, os_nasale	코뼈
05278922-n	Noun	punctum	점
05279026-n	Noun	rib, costa	갈비, 늑골
05281584-n	Noun	manubrium	자루
05282746-n	Noun	tooth	치아, 이, 이빨
05283498-n	Noun	pearly, chopper	치아
05284333-n	Noun	vertebra	척추, 등뼈
05284851-n	Noun	zygoma, arcus_zygomaticus, zygomatic_arch	광대뼈
05289057-n	Noun	muscle, muscular_tissue	줄기
05289297-n	Noun	muscle, musculus	줄기, 근육, 힘줄, 살
05290756-n	Noun	head	두부
05291728-n	Noun	adductor, adductor_muscle	패주
05298729-n	Noun	internal_organ, viscus	장기, 내장
05298988-n	Noun	entrails, innards, viscera	내장
05301072-n	Noun	tongue, clapper, glossa, lingua	혀
05301908-n	Noun	mouth	아가리, 주둥아리, 입, 이목구비, 쪽, 구강
05302307-n	Noun	trap, hole, yap, cakehole, maw, gob	쪽, 구
05302499-n	Noun	rima_oris, mouth, oral_cavity, oral_fissure	쪽, 구
05303232-n	Noun	cervix, cervix_uteri, uterine_cervix	목
05304932-n	Noun	gingiva, gum	잇몸
05305806-n	Noun	lip	입술, 윗입술, 아랫입술
05306122-n	Noun	underlip	아랫입술
05306190-n	Noun	anterior, front_tooth	앞니, 전
05306476-n	Noun	back_tooth, posterior	어금니
05307091-n	Noun	eyetooth, dogtooth, canine, canine_tooth, cuspid, eye_tooth	송곳니
05307641-n	Noun	incisor	앞니
05307773-n	Noun	grinder, molar	어금니
05308141-n	Noun	crown	정, 노정, 관
05309965-n	Noun	ala	날개
05310596-n	Noun	caul, embryonic_membrane, veil	연막
05311054-n	Noun	eye, oculus, optic	목, 이목구비, 눈, 쪽, 자위, 점
05311795-n	Noun	naked_eye	육안
05312040-n	Noun	peeper	눈
05312427-n	Noun	compound_eye	복안
05312782-n	Noun	cytomembrane, cell_membrane, plasma_membrane	세포막
05313535-n	Noun	brow, eyebrow, supercilium	눈썹
05314919-n	Noun	eyelash, cilium, lash	속눈썹
05317354-n	Noun	cornea	각막
05318606-n	Noun	diaphragm, midriff	가로막
05318831-n	Noun	tympanum, eardrum, tympanic_membrane, myringa	고막
05320899-n	Noun	ear	귀, 이, 이목구비
05323889-n	Noun	pinna, ear, auricle	귀, 이, 귓바퀴, 이목구비
05325943-n	Noun	malleus, hammer	대부분
05326060-n	Noun	lamella	막
05326340-n	Noun	anvil, incus	대부분
05326465-n	Noun	stapes, stirrup	대부분
05327134-n	Noun	mucous_membrane, mucosa	점막
05331171-n	Noun	adrenal, adrenal_gland, suprarenal_gland	부신
05332802-n	Noun	kidney	신장, 신
05358507-n	Noun	azygos_vein, azygous_vein, vena_azygos	부분
05387167-n	Noun	pancreas	이자
05387544-n	Noun	lung	허파, 폐, 폐장
05389762-n	Noun	flap	편
05392744-n	Noun	chamber	방, 안방
05393023-n	Noun	atrium	방
05395286-n	Noun	valve	각
05395690-n	Noun	stomach, tum, breadbasket, tummy	내장, 위
05399034-n	Noun	milk	젖
05399847-n	Noun	blood	혈액, 생피, 피, 선혈
05401753-n	Noun	gore	유혈, 피
05401851-n	Noun	lifeblood	생혈, 생피
05402091-n	Noun	coagulum, clot	덩이
05404336-n	Noun	come, ejaculate, seminal_fluid, seed, semen, cum	되
05405139-n	Noun	lacrimal_secretion, lachrymal_secretion	눈물
05405324-n	Noun	tear, teardrop	이슬
05405751-n	Noun	sudor, sweat, perspiration	유한, 땀
05406128-n	Noun	gastric_acid, gastric_juice	위산, 위액
05406570-n	Noun	gall, bile	담즙
05407119-n	Noun	hormone, endocrine, internal_secretion	호르몬
05408388-n	Noun	epinephrine, epinephrin, adrenalin, adrenaline	아드레날린
05410646-n	Noun	insulin	인슐린
05416048-n	Noun	snot	콧물
05416198-n	Noun	saliva, spittle, spit	타액, 가래침, 침
05416678-n	Noun	dribble, drool, slobber, drivel	군침, 침
05416979-n	Noun	sebum	지
05417472-n	Noun	sanies, ichor, suppuration, purulence, pus, festering	고름
05424796-n	Noun	venter	복, 자궁, 위
05426243-n	Noun	membrane, tissue_layer	막
05429525-n	Noun	omentum	장막, 대망
05429658-n	Noun	gastrocolic_omentum, caul, greater_omentum	대망
05430095-n	Noun	lymph_gland, node, lymph_node	마디
05430628-n	Noun	vegetative_cell, somatic_cell	체세포
05431177-n	Noun	neoplastic_cell	암세포
05431285-n	Noun	cancer_cell	암세포
05434927-n	Noun	karyon, nucleus, cell_nucleus	응어리
05436752-n	Noun	gene, factor, cistron	진
05451384-n	Noun	lymph_cell, lymphocyte	세포
05451695-n	Noun	b_lymphocyte, b_cell	세포
05451981-n	Noun	t_cell, t_lymphocyte	세포
05452516-n	Noun	killer_cell, killer_t_cell, cytotoxic_t_cell, cd8_cell, cd8_t_cell	세포
05455690-n	Noun	macula, macula_lutea, macular_area, yellow_spot	반
05456456-n	Noun	rod, rod_cell, retinal_rod	간세포
05459457-n	Noun	leydig_cell, leydig's_cell	간세포
05462315-n	Noun	systema_nervosum, nervous_system	신경계
05465567-n	Noun	nerve_cell, neuron	신경세포
05476754-n	Noun	peduncle, cerebral_peduncle	각, 자루
05476915-n	Noun	hemisphere, cerebral_hemisphere	반구
05482800-n	Noun	pia_mater	연막
05490983-n	Noun	adrenal_cortex	부신피질
05491308-n	Noun	adrenal_medulla	부신피질
05492259-n	Noun	plica, fold	주름
05511286-n	Noun	vascular_system	순환계
05511618-n	Noun	circulatory_system, cardiovascular_system	순환계
05512505-n	Noun	introitus	구멍, 구
05513302-n	Noun	reproductive_organ, sex_organ	생식기, 성기
05514081-n	Noun	crotch, privates, genital_organ, private_parts, genitals, genitalia	아래, 생식기, 가랑이, 성기, 국부, 고
05515287-n	Noun	ovary	태반, 난소
05516848-n	Noun	pocket, pouch	자루
05518870-n	Noun	oviduct, fallopian_tube, uterine_tube	난관
05519085-n	Noun	uterus, womb	모태, 자궁
05519820-n	Noun	endometrium	점막
05520699-n	Noun	placenta	태반
05521111-n	Noun	vagina	부분
05524615-n	Noun	ball, egg, nut, bollock, ballock, testis, testicle, orchis	볼, 고환, 불알
05526713-n	Noun	shaft, cock, prick, pecker, peter, putz, tool, dick	줄기, 자루
05534333-n	Noun	intestine, gut, bowel	내장
05534955-n	Noun	duodenum	부분
05538625-n	Noun	head, caput	두부, 머리, 목, 위, 대가리, 골머리, 고개
05539138-n	Noun	human_head	인두
05539454-n	Noun	dome, bean, attic, noggin, noodle, bonce	머리
05539595-n	Noun	poll, pate, crown	노정, 정상, 절정, 천정, 정, 관
05540121-n	Noun	skull	두개골, 두골, 머리뼈
05540513-n	Noun	brainpan, cranium, braincase	두개골, 두골, 머리뼈
05540976-n	Noun	occiput	뒷머리
05546040-n	Noun	jaw	턱뼈
05546540-n	Noun	cervix, neck	급소, 경관, 경부, 목, 모가지
05547396-n	Noun	nucha, scruff, nape	목덜미, 사항, 뒷덜미, 고개
05547508-n	Noun	throat, pharynx	인두, 멱살, 목, 목구멍
05548840-n	Noun	shoulder	어깨, 어깻죽지
05549061-n	Noun	shoulder_joint, articulatio_humeri, shoulder	어깨
05549576-n	Noun	axillary_fossa, armpit, axilla, axillary_cavity	날개, 겨드랑이
05549830-n	Noun	torso, trunk, body	사체, 줄기, 상반신, 신체, 상체, 동체, 몸, 나체
05551318-n	Noun	side	부
05552607-n	Noun	thorax, pectus, chest	흉곽, 흉부, 품, 가슴
05553618-n	Noun	thorax	흉곽, 흉부, 가슴
05554405-n	Noun	titty, breast, boob, tit, knocker, bosom	젖, 젖꼭지, 유방
05555688-n	Noun	waist, waistline	요부, 동체, 허리
05556325-n	Noun	hip	엉덩이, 꽁무니
05556595-n	Noun	navel, belly_button, bellybutton, omphalus, omphalos, umbilicus	배꼽
05556943-n	Noun	stomach, abdomen, belly, venter	복, 배, 하복부, 뱃구레, 배때기, 위, 동체, 복부, 아랫배, 복강, 단전, 복면
05557500-n	Noun	dorsum	등
05557723-n	Noun	underbody, underbelly	하반신, 하복부
05558555-n	Noun	pubic_region, loins, pubes	요부
05558717-n	Noun	dorsum, back	등, 뒷머리
05559727-n	Noun	cheek, buttock	궁둥이, 엉덩이, 뺨, 볼
05560244-n	Noun	limb	각, 사지, 손발, 날개, 팔다리
05560631-n	Noun	stump	그루터기
05560787-n	Noun	leg	각
05561390-n	Noun	crus	각, 다리, 종아리, 각부
05561507-n	Noun	leg	각
05561834-n	Noun	genu_varum, tibia_vara, bow_leg, bandy_leg, bowleg, bandyleg	각
05562249-n	Noun	thigh	가랑이, 고, 허벅지, 넓적다리, 허벅다리
05562595-n	Noun	lap	무릎
05562756-n	Noun	shank	각, 다리, 정강이, 자루
05562902-n	Noun	shin	정강이
05563266-n	Noun	human_foot, foot, pes	다리, 발, 각부, 발길
05563770-n	Noun	arm	팔
05564590-n	Noun	mitt, paw, manus, hand	일손, 손, 손길
05565064-n	Noun	fist, clenched_fist	주먹
05565192-n	Noun	hooks, maulers, meat_hooks	손, 주먹
05565337-n	Noun	right_hand, right	촉수, 오른손
05565548-n	Noun	left, left_hand	왼손
05565696-n	Noun	palm, thenar	수장, 손, 손바닥
05566097-n	Noun	digit, dactyl	손가락
05566504-n	Noun	finger	손가락, 손
05567217-n	Noun	pollex, thumb	손가락, 엄지손가락
05567381-n	Noun	index_finger, index, forefinger	지수, 집게손가락
05567604-n	Noun	middle_finger	중지
05567727-n	Noun	pinkie, pinky, little_finger	새끼손가락
05576194-n	Noun	ball	볼
05576421-n	Noun	flatfoot, splayfoot, pes_planus	평발
05576950-n	Noun	instep	발등
05577060-n	Noun	fallen_arch, sunken_arch	평발
05577410-n	Noun	toe	발가락, 엄지발가락, 지단
05577654-n	Noun	toe	지단
05577741-n	Noun	great_toe, hallux, big_toe	엄지발가락
05579944-n	Noun	cubitus, cubital_joint, human_elbow, elbow_joint, elbow, articulatio_cubiti	주부
