# synset_id	lemma	example
00580961-n	가사	～를 돌보다.
00582388-n	영업	～ 사원. ～ 시간. ～ 이익. ～ 자금.
00582388-n	일	～이 많다. ～을 해야 먹는다.
00582743-v	태우다	담배를 ～. 숯을 ～.
00582743-v	태우다	밥을 ～.
00584367-n	일	～이 많다. ～을 해야 먹는다.
00584367-n	노릇	목수 ～. 선생 ～. 관리 ～.
00584367-n	일하다	일하기 좋아하는 사람. 일할 자리.
00584367-n	업	문학을 남아 일생의 ～으로 삼기에는 흡족하지 못하다고 생각했다.
00584367-n	소위	지금 너의 ～가 너무 야박하지 않느냐? 그 놈들의 ～인 줄 알았다.
00584367-n	일자리	～를 잃다.
00584769-n	임무	사회자는 토론을 원만히 진행시킬 ～가 있다.
00584769-n	직분	백성의 좋아하는 바를 좋아하고 백성의 미워하는 바를 미워하는 것은 정부의 ～이라.
00584891-n	복무	군대 ～.
00594580-n	소위	지금 너의 ～가 너무 야박하지 않느냐? 그 놈들의 ～인 줄 알았다.
00597915-v	배우다	자라는 사람은 윗사람을 보고 배운다.
00597915-v	배우다	담배를 ～. 술을 ～.
00597915-v	배우다	우리말을 ～.
00597915-v	배우다	열심히 글을 배운다. 배우기에 게을리 하지 않는다.
00604576-v	배우다	자라는 사람은 윗사람을 보고 배운다.
00604576-v	배우다	담배를 ～. 술을 ～.
00604576-v	배우다	우리말을 ～.
00604576-v	배우다	열심히 글을 배운다. 배우기에 게을리 하지 않는다.
00606370-n	영업	～ 사원. ～ 시간. ～ 이익. ～ 자금.
00606370-n	일	～이 많다. ～을 해야 먹는다.
00606370-n	기능	신체의 ～. 말의 사회적 ～. 제 ～을 다하다.
00613683-v	떠나다	여기서 떠난 지 오래됐소.
00613683-v	떠나다	밤길을 ～. 먼길을 ～.
00613683-v	떠나다	낚시를 ～. 여행을 ～.
00614224-n	쓰기	일기 ～.
00614224-n	쓰기	붓글씨 ～.
00620752-n	일	～이 많다. ～을 해야 먹는다.
00620752-n	노역	～에 시달리다.
00620752-n	일하다	일하기 좋아하는 사람. 일할 자리.
00621476-n	노역	～에 시달리다.
00621627-n	노고	～를 무릅쓰다.
00621627-n	근로	～의 권리. ～는 만사를 이루는 근원이오….
00621627-n	노력	～이 모자란다. ～을 기울이다.
00621627-n	노력	～ 동원. 헌신적 ～.
00623862-n	일	～이 많다. ～을 해야 먹는다.
00623862-n	노력	～이 모자란다. ～을 기울이다.
00623862-n	노력	～ 동원. 헌신적 ～.
00629597-n	턱걸이	～에 든 돈.
00633329-n	정진	수도 생활이란 뼈를 깎고 살을 가는 ～이었다.
00633864-n	심사	～ 위원.
00633864-n	탐사	공중 ～. 우주 ～. 지질 ～. ～ 작업.
00635850-n	심사	～ 위원.
00636461-n	시험	～ 운전. ～ 재배.
00636461-n	심사	～ 위원.
00637354-n	탐험	남극 ～. 해저 ～.
00644503-n	탐사	공중 ～. 우주 ～. 지질 ～. ～ 작업.
00644702-n	시험	～ 운전. ～ 재배.
00644967-n	전형	～ 방법. ～ 일자.
00644967-n	심사	～ 위원.
00651531-n	대조	원본과의 ～. 인장 ～.
00651813-n	대조	원본과의 ～. 인장 ～.
00654885-n	간호	딸의 정성어린 ～로 어머니의 병환은 마침내 다 나았다.
00654885-n	보살핌	그분의 ～이 없었다면 우리는 어찌 됐을까?
00657604-n	의료	～ 기관.
00664997-n	간호	딸의 정성어린 ～로 어머니의 병환은 마침내 다 나았다.
00665079-n	간호	딸의 정성어린 ～로 어머니의 병환은 마침내 다 나았다.
00665079-n	간병	딸의 정성어린 ～으로 어머니의 건강은 날로 좋아졌다.
00679937-v	고르다	쌀에서 뉘를 ～. 볍씨를 ～. 좋은 것만 골라 가져라.
00687295-v	의아하다	의아하게 생각하지 말아라.
00687523-v	의아하다	의아하게 생각하지 말아라.
00687926-v	의아하다	의아하게 생각하지 말아라.
00692143-v	지지	～를 받다.
00694866-n	관리	인력 ～. 인사 ～.
00700260-n	회복	주권 ～. 병세 ～.
00713594-n	조작	고속도로 위에서의 핸들 ～은 아주 조금씩 조심스럽게 해야 한다.
00714944-n	공작	～ 기구. ～ 설계.
00717208-n	칠	～이 곱게 되었다. ～ 솜씨.
00720063-v	기다리다	때를 ～. 친구를 ～. 기다리는 사람.
00720565-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
00729108-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
00730758-v	만들다	희곡을 ～. 교가를 ～. 보고서를 다 만들었느냐? 누가 만든 노래냐?
00737188-n	반칙	～을 범하다. ～ 다섯 번이면 퇴장이다.
00740712-n	도피	～ 생활.
00743822-n	낭비	돈과 시간의 ～를 막자.
00745005-n	반칙	～을 범하다. ～ 다섯 번이면 퇴장이다.
00745005-n	위반	약속 ～. 복장 ～.
00745637-n	부정	～ 식품. ～행위. 선거 ～. ～을 저지른 자.
00745943-n	장난	～이 지나쳐서 싸움이 되었다.
00746116-n	반칙	～을 범하다. ～ 다섯 번이면 퇴장이다.
00746232-n	반칙	～을 범하다. ～ 다섯 번이면 퇴장이다.
00746232-n	위반	약속 ～. 복장 ～.
00746718-v	말하다	일자리 하나 말해 주게. 말해 볼 데가 별로 없네.
00747029-n	부덕	모두가 제 ～의 탓이올시다.
00747029-n	악	～을 행하지 말라. 선을 ～으로 갚는 자가 누구냐?
00747029-n	부정	～ 식품. ～행위. 선거 ～. ～을 저지른 자.
00747029-n	악덕	～의 문은 아무리 견고하게 닫아도 도난이 있지만, 선행의 문은 열어 놓아도 잃지 않는다.
00747029-n	부덕	～을 칭송한다. 유순하고 다정한 ～을 가지고 있다. ～이 밝다.
00750730-n	너스레	～를 주고받다.
00752298-n	가짜	～ 금반지. ～ 수표. ～ 이름.
00753685-n	사기	그것은 순전히 그의 ～였다.
00754280-n	사기	그것은 순전히 그의 ～였다.
00754956-n	행세	손님이 주인 ～를 한다.
00755277-n	품	서두르는 ～이 퍽 다급했나 보다. 말하는 ～을 보니 여간 아니겠다. 생긴 ～이 말이 아니다.
00755277-n	행세	손님이 주인 ～를 한다.
00755500-n	행세	손님이 주인 ～를 한다.
00757080-n	부정	～ 식품. ～행위. 선거 ～. ～을 저지른 자.
00758335-n	선망	～과 동경. ～의 목표.
00766234-n	범죄	～가 줄어들다.
00766234-n	위반	약속 ～. 복장 ～.
00767826-n	구타	～ 금지.
00768203-n	구타	～ 금지.
00769092-n	사기	그것은 순전히 그의 ～였다.
00769944-n	납치	외교관 ～. 민간 항공기 ～. ～를 당하다.
00770270-n	위반	약속 ～. 복장 ～.
00770270-n	반칙	～을 범하다. ～ 다섯 번이면 퇴장이다.
00770543-n	유린	인권을 ～.
00772967-v	나타내다	아무데서나 자신을 나타내려고 하는 일은 어리석다. 좋은 성과를 나타냈다. 참모습을 나타내 보아라. 위세를 ～.
00773235-n	범행	～에 쓴 무기.
00773235-n	범행	～ 시간.
00773402-n	위반	약속 ～. 복장 ～.
00773402-n	반칙	～을 범하다. ～ 다섯 번이면 퇴장이다.
00775460-n	납치	외교관 ～. 민간 항공기 ～. ～를 당하다.
00775702-n	납치	외교관 ～. 민간 항공기 ～. ～를 당하다.
00779248-n	사기	그것은 순전히 그의 ～였다.
00780148-n	부정	～ 식품. ～행위. 선거 ～. ～을 저지른 자.
00780148-n	사기	그것은 순전히 그의 ～였다.
00780615-n	사기	그것은 순전히 그의 ～였다.
00780731-n	사기	그것은 순전히 그의 ～였다.
00786195-n	노고	～를 무릅쓰다.
00786195-n	노력	～이 모자란다. ～을 기울이다.
00786887-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
00787061-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
00787465-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
00788766-n	노고	～를 무릅쓰다.
00788766-n	노력	～이 모자란다. ～을 기울이다.
00791078-n	실험	～ 교육.
00791078-n	시험	～ 운전. ～ 재배.
00791527-n	시험	～ 운전. ～ 재배.
00793580-v	말하다	일자리 하나 말해 주게. 말해 볼 데가 별로 없네.
00794367-n	실험	～ 교육.
00794367-n	시험	～ 운전. ～ 재배.
00795720-n	노역	～에 시달리다.
00795720-n	일하다	일하기 좋아하는 사람. 일할 자리.
00795863-v	금하다	사냥을 ～. 수입을 ～. 통행을 ～. 술 마시고 담배 피는 것을 ～.
00798245-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
00801125-n	교전	～ 당사국.
00806902-n	단속	교통 ～이 심하다. ～에 걸린다.
00806902-n	단속	자녀 ～. 불～.
00806902-n	통제	～가 심하다. ～를 받다. ～를 벗어나다. ～를 푼다. ～를 가한다.
00806902-n	규제	통행 ～. ～가 풀리다.
00808182-n	질곡	～을 벗어나다.
00808182-n	제한	개발 ～ 지역.
00808182-n	규제	통행 ～. ～가 풀리다.
00808767-n	동결	자금이 ～되다.
00808967-n	단속	교통 ～이 심하다. ～에 걸린다.
00808967-n	단속	자녀 ～. 불～.
00808967-n	탄압	가혹한 ～. 언론의 ～. 백성의 ～. 지배 계급의 ～.
00809465-n	점령	고지 ～.
00809465-n	손	그의 ～에 들어가지 않게 해야 한다. 그의 ～으로 넘어갔다.
00810598-n	보관	～ 물품. ～시키다.
00810598-n	보유	～ 장비. ～ 수량.
00811355-n	보관	～ 물품. ～시키다.
00815320-n	선도	～요원.
00815320-n	보도	불량소년의 ～.
00817680-n	보호	어린이 ～. ～를 받다.
00817680-n	옹호	인권 ～. 정의 ～.
00817680-n	비호	범죄 ～.
00817680-n	수호	국토 ～.
00819024-n	보호	문화재 ～.
00819024-n	보호	어린이 ～. ～를 받다.
00819024-n	유지	평화 ～.
00819024-n	보전	목숨 ～.
00819024-n	보존	문화재 ～. 천연자원의 ～.
00819274-n	보호	문화재 ～.
00819274-n	보호	어린이 ～. ～를 받다.
00819274-n	유지	평화 ～.
00819274-n	보전	목숨 ～.
00819274-n	보존	문화재 ～. 천연자원의 ～.
00819524-n	보존	문화재 ～. 천연자원의 ～.
00823750-n	수호	국토 ～.
00827782-n	호위	～ 군사.
00827974-n	호위	～ 군사.
00829107-v	가르치다	너의 못된 버릇을 내가 단단히 가르쳐 주마.
00829378-n	보호	어린이 ～. ～를 받다.
00830188-v	가르치다	너의 못된 버릇을 내가 단단히 가르쳐 주마.
00830257-n	입다	옷을 ～.
00835032-n	숨	～을 헐떡거리다. ～이 막히다. ～을 들이마시다. ～이 끊어지다.
00835267-n	날숨	～을 내쉬다.
00835267-n	숨	～을 헐떡거리다. ～이 막히다. ～을 들이마시다. ～이 끊어지다.
00835501-n	불다	입으로 불어서 불씨를 살렸다. 먼지를 후 불어 버렸다.
00836537-n	불다	입으로 불어서 불씨를 살렸다. 먼지를 후 불어 버렸다.
00836537-n	숨	～을 헐떡거리다. ～이 막히다. ～을 들이마시다. ～이 끊어지다.
00837098-n	숨	～을 헐떡거리다. ～이 막히다. ～을 들이마시다. ～이 끊어지다.
00845523-n	관계	～를 가지다.
00854000-n	포옹	감격의 ～.
00858188-n	수면	～이 부족하다.
00858188-n	잠	～이 들다(오다). ～을 깨다. ～을 자다.
00858377-n	수면	～이 부족하다.
00865600-n	길	오는 ～에 그를 만났다. 가는 ～에 들려 보렴. 한글학회의 걸어온 ～.
00867983-n	떨다	바람에 문풍지가 ～. 입술이 바르르 떨고 있다.
00867983-n	오한	나는 오싹 ～을 느꼈다.
00868196-n	울음보	～가 터지다. ～를 터뜨리다.
00868196-n	오열	～ 유체.
00868669-n	오열	～ 유체.
00868799-n	애호	창자를 에는 듯한 ～의 소리.
00868910-n	타산	～이 빠르다. 경제적으로 ～이 맞지 않아서는 사업을 유지할 수 없다.
00868910-n	셈	～을 배우다. ～을 가르치다.
00868910-n	셈	～을 치르다. ～이 흐리다.
00868910-n	산출	～자료.
00871862-n	공제	기부금 ～.
00874002-v	부르다	나라의 부름을 받고 전장에 나온 용사들.
00874067-n	단정	진찰 결과 폐렴으로 ～을 내렸다.
00874067-n	판가름	～이 났다. 누가 옳은지 ～이 되지 않는다. 발전이냐 좌절이냐의 ～은 마음가짐에 달렸다. 이기고 지는 ～을 무엇으로 하겠는가?
00874067-n	심판	～에는 가정법원의 재판의 뜻도 가지며, 행정기관의 심리재결의 뜻도 가진다.
00874067-n	판단	선악의 ～. 가치의 ～. 잘잘못의 ～. ～이 가다(서다). ～을 내리다.
00874457-n	판단	선악의 ～. 가치의 ～. 잘잘못의 ～. ～이 가다(서다). ～을 내리다.
00874806-n	평가	이 작품은 좋은 ～를 받았다.
00875141-v	권하다	술을 ～. 담배를 ～.
00875246-n	판단	선악의 ～. 가치의 ～. 잘잘못의 ～. ～이 가다(서다). ～을 내리다.
00878648-n	보이다	영화를 ～. 맛을 ～. 집을 ～. 아이들에게 그런 눈치를 보이지 마세요. 지원자에게 시험을 보여서 뽑다.
00878648-n	보이다	앞이 ～. 눈치가 ～.
00878648-n	보다	형편을 ～. 기회를 ～. 관상을 ～. 눈치를 ～. 맛을 ～. 의사가 환자를 ～.
00879271-n	심사	～ 위원.
00879607-n	구경	동물원 ～. 서울 ～. 영화 ～.
00879607-n	구경	한 번도 ～ 못 한 괴물 이야기.
00879759-n	관찰	～과 실험. 세심한 ～. ～ 기록.
00880662-n	보이다	영화를 ～. 맛을 ～. 집을 ～. 아이들에게 그런 눈치를 보이지 마세요. 지원자에게 시험을 보여서 뽑다.
00880662-n	감시	～ 감독. ～를 받다.
00880662-n	경계	적에 대한 야간 ～를 더욱 철저히 하자.
00880662-n	보이다	앞이 ～. 눈치가 ～.
00880662-n	보다	형편을 ～. 기회를 ～. 관상을 ～. 눈치를 ～. 맛을 ～. 의사가 환자를 ～.
00881649-n	관찰	～과 실험. 세심한 ～. ～ 기록.
00882159-n	듣기	～ 평가.
00882702-n	미각	～이 예민하다. ～을 돋우다.
00882702-n	입맛	～ 나다.
00883297-n	교육	～을 받다. ～에 힘쓰다.
00893955-n	하다	공부를 ～. 일을 ～. 말을 ～. 생각을 ～. 세수를 ～.
00894552-n	수련	～ 과정.
00894552-n	훈련	～이 덜 된 개. ～에게서의 땀 한 방울은 전투에서의 피 한 방울과 같다.
00896348-n	조련	군사～.
00897811-n	복습	예습과 ～.
00897989-n	복습	예습과 ～.
00908492-n	창조	민족 문화의 ～. 새 역사의 ～.
00908492-n	독창	～으로 이룬 일.
00910203-n	녹음	～ 장치. ～이 잘 되었다. ～을 듣다.
00911048-n	부설	교량 ～. 지뢰 ～. 철도 ～.
00911048-n	조성	공업단지 ～. 녹지 ～.
00911048-n	신축	회관의 ～을 축하하다.
00911048-n	건축	～ 설계.
00911048-n	건설	～ 기계. ～ 기관. ～ 공사. 주택 ～. 댐 ～. 도시 ～.
00911048-n	가설	～ 작업. 전화 ～.
00911752-n	건축	～ 설계.
00911752-n	가설	～ 작업. 전화 ～.
00912274-n	분해	총기 ～. ～ 결합. ～ 소제.
00913705-n	생산	～ 계획. ～ 기술.
00914632-n	생산	～ 계획. ～ 기술.
00914795-n	기능	신체의 ～. 말의 사회적 ～. 제 ～을 다하다.
00916464-n	농	～기구. ～기계. ～화학. / 소작～. 자작～.
00916464-n	농사	～를 짓다.
00922327-n	발굴	유물 ～. 지하 자원의 ～.
00923444-n	산업	～은 일의 종류에 따라 농업, 공업, 상업 따위로 나뉘고 힘들이는 단계에 따라 농업 따위의 1차～, 공업 따위의 2차～, 상업 따위의 3차～으로 나누기도 한다.
00923793-v	가리키다	그를 가리켜 ‘만물 박사’라고 한다. 바로 너를 가리켜 하는 비평인 줄도 모르고….
00924825-n	가공	～ 제품.
00924825-n	위조	～ 수표.
00924825-n	산업	～은 일의 종류에 따라 농업, 공업, 상업 따위로 나뉘고 힘들이는 단계에 따라 농업 따위의 1차～, 공업 따위의 2차～, 상업 따위의 3차～으로 나누기도 한다.
00924825-n	제작	농기구 ～. 신문 ～. 영화 ～.
00924825-n	생산	～ 계획. ～ 기술.
00924825-n	공업	～ 교육. ～ 지대. ～ 지역.
00924825-n	조립	기계 ～. 장난감 ～.
00925207-n	성형	그릇의 ～.
00925866-n	조립	기계 ～. 장난감 ～.
00926468-n	공	농～상. 상～. ～과.
00935940-n	그림	～을 그리다.
00940412-n	발명	필요는 ～의 어머니라는 말이 있다. 전기의 ～. 활자의 ～.
00940709-n	발명	필요는 ～의 어머니라는 말이 있다. 전기의 ～. 활자의 ～.
00943837-v	나타내다	아무데서나 자신을 나타내려고 하는 일은 어리석다. 좋은 성과를 나타냈다. 참모습을 나타내 보아라. 위세를 ～.
00944247-v	나타내다	아무데서나 자신을 나타내려고 하는 일은 어리석다. 좋은 성과를 나타냈다. 참모습을 나타내 보아라. 위세를 ～.
